Ori and the Blind Forest (Original Soundtrack)	Gareth Coker	https://lastfm.freetls.fastly.net/i/u/300x300/d6bcaf1ee4cf4726c771d463ff3e9206.jpg	32.0	134384.0	1425848400000.0	"[""soundtracks"",""video games"",""soundtrack"",""video game music"",""ori"",""electronic"",""ost"",""video game soundtrack"",""instrumental"",""original video game soundtrack"",""score"",""videogame soundtrack"",""composer"",""chillout"",""4-25"",""game""]"
The Lion King	Various Artists	https://lastfm.freetls.fastly.net/i/u/300x300/3d59f9fcc45fda1afcf11eb0cfebbcbb.jpg	12.0	345335.0	1578344400000.0	"[""disney"",""soundtrack"",""musical"",""pop"",""world"",""90s"",""1994"",""cartoons"",""movie soundtrack"",""xmiyx""]"
Requiem for a Dream	Clint Mansell	https://lastfm.freetls.fastly.net/i/u/300x300/90d32c032c074f82a811ff482baa56f4.jpg	33.0	240941.0	971121600000.0	"[""soundtrack"",""instrumental"",""requiem for a dream"",""classical"",""soundtracks"",""ambient"",""electronic"",""2000"",""score"",""film score"",""epic"",""dramatic"",""contemporary classical"",""soundtrackgdchill"",""british"",""clint mansell""]"
Game of Thrones (Music from the HBO® Series - Season 6)	Ramin Djawadi	https://lastfm.freetls.fastly.net/i/u/300x300/59a2ee4345a44eb360ae67225eb58dbd.jpg	26.0	177630.0	1466629200000.0	"[""soundtrack"",""game of thrones"",""instrumental"",""game of thrones (music from the hbo® series - season 6)"",""epic"",""game of thrones (music from the hbo series - season 6)"",""ramin djawadi"",""score"",""drama"",""german"",""2010s"",""ost"",""k1r7m"",""2016"",""action film"",""classical""]"
The Last of Us Part II (Original Soundtrack)	Gustavo Santaolalla	https://lastfm.freetls.fastly.net/i/u/300x300/eee9c2ce8e7a1cceef8f696b152a47ee.jpg		83047.0		"[""soundtrack"",""video game soundtrack"",""videogame soundtrack"",""xxx"",""2020s"",""instrumental"",""acoustic"",""guitar"",""latin"",""electronic"",""argentina"",""composer"",""ambient"",""folk"",""american"",""argentinian""]"
VA-11 Hall-A (Original Soundtrack: Second Round)	Garoad	https://lastfm.freetls.fastly.net/i/u/300x300/15f8bb771b9b8ef28efdf534cd8774c9.jpg	44.0	87801.0	1453064400000.0	"[""ambient"",""electronic"",""chill"",""electronica"",""instrumental"",""future"",""synthwave"",""soundtrack"",""tempo change"",""video game"",""video game soundtrack"",""video game music"",""retrowave"",""synthpop"",""usa""]"
Cars (Original Motion Picture Soundtrack)	Various Artists	https://lastfm.freetls.fastly.net/i/u/300x300/42e4e16066ce552d967625a114604c98.jpg		297056.0		"[""southern rock"",""country"",""soundtrack""]"
Whiplash (Original Motion Picture Soundtrack)	Justin Hurwitz	https://lastfm.freetls.fastly.net/i/u/300x300/d9e383b57e0a6cd5d7cb665a8b7f9d37.jpg	24.0	207189.0	1411675200000.0	"[""jazz"",""soundtrack"",""film"",""big band jazz"",""lounge"",""9 of 10 stars"",""score"",""2014"",""jazz soundtrack"",""composer"",""jazz in film"",""jazz score"",""neo-swing"",""instrumental"",""whiplash"",""classical""]"
Transistor Original Soundtrack	Darren Korb	https://lastfm.freetls.fastly.net/i/u/300x300/37e32827de664f2fcfc847a69aecbc11.jpg	23.0	104772.0	1400443200000.0	"[""video game music"",""soundtrack"",""personal favourites"",""instrumental"",""ost"",""female vocalist"",""folk"",""trip-hop"",""video game"",""indie game"",""indie"",""electronic"",""games"",""chill"",""game soundtrack"",""post-rock""]"
Her (Original Score)	Arcade Fire	https://lastfm.freetls.fastly.net/i/u/300x300/5acab529b57135ad4e1bbb0a11839b0c.jpg	13.0	174438.0	1356998400000.0	"[""ambient"",""soundtrack"",""instrumental"",""piano"",""classical"",""soft"",""indie"",""modern classical"",""impressionism"",""indie rock"",""2014"",""alternative"",""sad"",""canadian"",""soundtracks"",""focus""]"
The Hunger Games: Songs From District 12 and Beyond	Various Artists	https://lastfm.freetls.fastly.net/i/u/300x300/cafb18699afe3c3f6c6f5de04ed1c452.jpg	16.0	269818.0	1325361600000.0	"[""soundtrack"",""folk"",""indie"",""pop"",""hunger games"",""country"",""alternative"",""rock"",""acoustic"",""alternative rock"",""mellow"",""female vocalists"",""piano"",""taylor swift"",""pop rock"",""soundtracks""]"
The Lord of the Rings: The Fellowship of the Ring - The Complete Recordings	Howard Shore	https://lastfm.freetls.fastly.net/i/u/300x300/793df2135a742aefbe54fb9d6da6aaa4.jpg	37.0	28109.0	1523480400000.0	"[""classical"",""soundtrack"",""soundtracks"",""fantasy"",""lord of the rings"",""film score"",""2000s"",""film soundtrack"",""western classical"",""cinematic classical""]"
