@RELATION soundtracks

@ATTRIBUTE Title STRING
@ATTRIBUTE Author STRING
@ATTRIBUTE Length NUMERIC
@ATTRIBUTE Listeners NUMERIC
@ATTRIBUTE Released NUMERIC
@ATTRIBUTE Cover STRING
@ATTRIBUTE Genre {pop, hip-hop, rock, rhythm-blues, soul, country, funk, folk, jazz, disco, instrumental, ai, blues, electronic, ambient, punk, opera, alternative, anime, soundtrack}
@ATTRIBUTE Single {0, 1}
@ATTRIBUTE Album {0, 1}
@ATTRIBUTE EP {0, 1}

@DATA
'ゆめにっき サウンドトラック ゆめのおと 1',KIKIYAMA,0.39144386796297204,0.09480742219265173,0.5714285714286689,../files/images/2f9b109820b89f679342fc03a3c24ed6.jpg,soundtrack,0,1,0
'The Super Mario Bros. Movie (Original Motion Picture Soundtrack)','Brian Tyler',0.5198118904080746,0.14133215051378725,0.5714285714286689,../files/images/dbe64ca6f53d8ca06c730ea8cab4e035.jpg,soundtrack,0,1,0
'The Witcher (Music from the Netflix Original Series)','Sonya Belousova',0.5904347703913593,0.08027056997116877,0.5714285714286689,../files/images/f4ee7e435449fa696ce6d2c8e4e34951.jpg,instrumental,0,1,0
'Colpo Rovente - Red Hot Shot (Original Motion Picture Soundtrack)','Piero Piccioni',0.46367901036899006,0.16233311155466845,0.5714285714286689,../files/images/6c21a25b9a0335b4554798cc6a216ab2.jpg,jazz,0,1,0
'Blade Runner',Vangelis,0.31920872555695406,0.1629296961632291,0.5714285714286689,../files/images/ac4c22ca6ea0af702b1385bda45823b6.jpg,jazz,0,1,0
'AMY (Original Motion Picture Soundtrack)','Amy Winehouse',0.43511336087086083,0.1981170991350632,0.5714285714286689,../files/images/f08b812769faf84ed43462e796f3127a.jpg,pop,0,1,0
'Hyper Light Drifter',Disasterpeace,0.47015804371395975,0.09537000073926222,0.5714285714286689,../files/images/a0bf05ae069633d73c4eb15e69f635a8.jpg,instrumental,0,1,0
'Camp Here & There: Campfire Songs Edition','Will Wood',0.31920872555695406,0.0370518222813632,0.5714285714286689,../files/images/d7a53670a5a785f420444bf1b41141a8.jpg,pop,0,1,0
'SONIC THE HEDGEHOG CD Original Soundtrack (20th Anniversary Edition)','Sonic the Hedgehog CD',0.39144386796297204,0.06988615361868855,0.5714285714286689,../files/images/92b92e301e36a7419d23779a5b695f13.jpg,country,0,1,0
'The Lord of the Rings: The Fellowship of the Ring','Howard Shore',0.39144386796297204,0.13110593627559694,0.5714285714286689,../files/images/94e080cc589e46eeae07418dcd547eb2.jpg,instrumental,0,1,0
'On a Roll','Ashley O',0.0,0.12860944777112443,0.5714285714286689,../files/images/0060fb652be93f321277b07de8eeafbe.jpg,pop,1,0,0
'Garden State','Various Artists',0.28672745070657935,0.2362600724476972,0.5714285714286689,../files/images/21bc761505a74c6d8f06f8ea7170c0ab.jpg,soundtrack,0,1,0
'samurai champloo music record departure',Nujabes,0.3589625931125973,0.08027130923338509,0.5714285714286689,../files/images/5edf1fbf60a84740c70f856dd983ce52.jpg,pop,0,1,0
'Rio: Music From The Motion Picture','Various Artists',0.3589625931125973,0.12164781548015081,0.5714285714286689,../files/images/7dd0212b6466448880e92f75a65c125e.jpg,pop,0,1,0
'Berserk Original Soundtrack',平沢進,0.42719411126024803,0.0032771494048939157,0.5714285714286689,../files/images/02e9d93060e6d49f1af68243aba06d54.jpg,ambient,0,1,0
'Yellow Flicker Beat (From The Hunger Games: Mockingjay Part 1)',Lorde,0.3589625931125973,0.21757448066829305,0.5714285714286689,../files/images/d52e9e74c0664366c3c94eecfaff4222.jpg,pop,0,1,0
'Bloodborne Original Soundtrack','SIE Sound Team',0.44996810983769053,0.0705100909292526,0.5714285714286689,../files/images/7c2028d7575171c1b7cfccd589024169.jpg,instrumental,0,1,0
'Devil May Cry 5 Original Soundtrack','Capcom Sound Team',0.22318446056302368,0.0577526428624233,0.5714285714286689,../files/images/10028d16a0b556b55e0669e6347ae6f8.jpg,rock,0,1,0
'MADE IN ABYSS ORIGINAL SOUNDTRACK','Kevin Penkin',0.5804422197871408,0.029433725142307975,0.5714285714286689,../files/images/6a432b2fc4e65ddea8b369ae5aa10367.jpg,ai,0,1,0
'Trolls (Original Motion Picture Soundtrack)',Trolls,0.3589625931125973,0.17700229171287055,0.5714285714286689,../files/images/0f677e6f3813040882501008a0bc8e9d.jpg,pop,0,1,0
'Up (Original Motion Picture Soundtrack)','Michael Giacchino',0.4569554282116728,0.15829895764027502,0.5714285714286689,../files/images/032485f6b72d2929862f56afc7c5a191.jpg,jazz,0,1,0
'Labyrinth (From the Original Soundtrack of the Jim Henson Film)','David Bowie',0.31920872555695406,0.11480890071708436,0.5714285714286689,../files/images/7fba447332ac58010d0da89b7ae1af5d.jpg,rock,0,1,0
